
#$Filter:none
#$	0	1	 1
#$	1	op06	0.251188643150958
#$	2	op09*op09	0.015848931924611138
#$	3	op18*op18*op18	3.9810717055349725e-06
#$	4	ns12	1e-7
#$	5	0	 1e-22
#$POWER:19.8, mW
#$WAVELENGTH:1064,nm
#$OBJECT:PVDF40, bscat	=
position	ref	signal	Time
12300.0	0.00171275124621	-3.22609517112e-07	1512042844.4638684	
12600.0	0.00176198930883	-4.364241415e-07	1512042846.683602	
12900.0	0.00172444813287	-3.40464577746e-07	1512042848.9043577	
13200.0	0.00174855701959	-4.03594970703e-07	1512042851.1232047	
13500.0	0.00173645475017	-6.19187995569e-07	1512042853.3429391	
13800.0	0.00174408414471	-4.1346763497e-07	1512042855.5636418	
14100.0	0.00171234586346	-4.80196369228e-07	1512042857.784398	
14400.0	0.00173808083605	-4.01590831244e-07	1512042860.0041833	

#$Filter:none
#$	0	1	 1
#$	1	op06	0.251188643150958
#$	2	op09*op09	0.015848931924611138
#$	3	op18*op18*op18	3.9810717055349725e-06
#$	4	ns12	1e-7
#$	5	0	 1e-22
#$POWER:19.8, mW
#$WAVELENGTH:1064,nm
#$OBJECT:PVDF40, bscat	=
position	ref	signal	Time
100.0	0.00166433305883	-6.14781166191e-07	1512043097.7660024	
200.0	0.00168101296496	-4.52161191115e-07	1512043098.984876	
300.0	0.00163396351373	-6.02744942281e-07	1512043100.2047188	
400.0	0.00159983620715	-4.21461418493e-07	1512043101.4245276	
500.0	0.00159983620715	-4.21461418493e-07	1512043102.6444416	
600.0	0.00170584151994	-4.22691231343e-07	1512043103.8642938	
700.0	0.00169922330486	-8.12462194642e-07	1512043105.082203	
800.0	0.00168498480498	-5.22465492362e-07	1512043106.3010507	
900.0	0.00165691318797	-4.83988292182e-07	1512043107.5208898	
1000.0	0.00172689864885	-8.3539592686e-07	1512043108.7407842	
1100.0	0.00172689864885	-8.3539592686e-07	1512043109.9597368	
1200.0	0.00166972146105	-5.00898218867e-07	1512043111.1785536	
1300.0	0.00163187966418	-6.1192299003e-07	1512043112.398371	
1400.0	0.00166850075793	-5.82760483471e-07	1512043113.6182659	
1500.0	0.00165243575822	-5.79617628411e-07	1512043114.8381283	
1600.0	0.00165243575822	-5.79617628411e-07	1512043116.0560615	
1700.0	0.00162536621094	-4.9342824452e-07	1512043117.2749386	
1800.0	0.00163879850017	-5.07525543668e-07	1512043118.4947214	
1900.0	0.0016719578985	-6.23754245132e-07	1512043119.7145913	
2000.0	0.0016455078125	-6.5626457556e-07	1512043120.9344559	
2100.0	0.0016455078125	-6.5626457556e-07	1512043122.1523583	
2200.0	0.00159698486328	-5.89012032125e-07	1512043123.3712244	
2300.0	0.00160186767578	-9.04345156542e-07	1512043124.5911713	
2400.0	0.00163920388293	-5.27134226329e-07	1512043125.8109922	
2500.0	0.00162577614855	-4.21951066202e-07	1512043127.0307984	
2600.0	0.00162577614855	-4.21951066202e-07	1512043128.2486968	
2700.0	0.00166392312121	-4.44076310343e-07	1512043129.4675856	
2800.0	0.00163625233209	-4.26745058885e-07	1512043130.6874638	
2900.0	0.00166432850396	-4.76176703154e-07	1512043131.9072602	
3000.0	0.0016539525274	-7.67300733879e-07	1512043133.1272254	
3100.0	0.00165639393365	-5.29696336433e-07	1512043134.346053	
3200.0	0.00165639393365	-5.29696336433e-07	1512043135.5639336	
3300.0	0.00161956787109	-1.09915662168e-06	1512043136.783759	
3400.0	0.00166209206652	-7.41383566785e-07	1512043138.0036428	
3500.0	0.00163839311742	-7.3124899793e-07	1512043139.2235227	
3600.0	0.00164845936334	-6.15976817572e-07	1512043140.4413662	
3700.0	0.00164845936334	-6.15976817572e-07	1512043141.6602755	
3800.0	0.00164470160185	-5.19037958401e-07	1512043142.8801143	
3900.0	0.00168457486736	-5.79879532999e-07	1512043144.1000001	
4000.0	0.00168009743762	-4.75857862786e-07	1512043145.3198683	
4100.0	0.00168091275799	-5.83933360541e-07	1512043146.538733	
4200.0	0.00168091275799	-5.83933360541e-07	1512043147.7576003	
4300.0	0.00169719639109	-6.81475738981e-07	1512043148.9774384	
4400.0	0.00174357855498	-7.42932220004e-07	1512043150.1973054	
4500.0	0.0017014597423	-7.61652704495e-07	1512043151.4171016	
4600.0	0.00169057362115	-7.87672355993e-07	1512043152.63515	
4700.0	0.00169057362115	-7.87672355993e-07	1512043153.8548844	
4800.0	0.0017188593167	-1.66704547939e-06	1512043155.0747657	
4900.0	0.00172740423857	-1.7017876924e-06	1512043156.2946455	
5000.0	0.00169321999621	-1.29834075472e-06	1512043157.5145433	
5100.0	0.00172048540258	-1.11711416672e-06	1512043158.73341	
5200.0	0.00175740711725	-1.46852180139e-06	1512043159.9522913	
5300.0	0.00175740711725	-1.46852180139e-06	1512043161.1721313	
5400.0	0.00174204812121	-1.58013870467e-06	1512043162.3919914	
5500.0	0.00172750900041	-1.18530045694e-06	1512043163.6119025	
5600.0	0.00172740423857	-1.6762349143e-06	1512043164.8297565	
5700.0	0.00173655951201	-1.9150918989e-06	1512043166.0486577	
5800.0	0.00173655951201	-1.9150918989e-06	1512043167.2684472	
5900.0	0.0017405222423	-1.59723082585e-06	1512043168.4883347	

#$Filter:none
#$	0	1	 1
#$	1	op06	0.251188643150958
#$	2	op09*op09	0.015848931924611138
#$	3	op18*op18*op18	3.9810717055349725e-06
#$	4	ns12	1e-7
#$	5	0	 1e-22
#$POWER:19.8, mW
#$WAVELENGTH:1064,nm
#$OBJECT:PVDF40, bscat	=
position	ref	signal	Time
6000.0	0.00168884277344	-2.51246210354e-06	1512043178.6041954	
6100.0	0.00177155907474	-1.96923782576e-06	1512043179.8241386	
6200.0	0.00173488560008	-2.90275687602e-06	1512043181.0439851	
6300.0	0.00173488560008	-2.90275687602e-06	1512043182.2649767	
6400.0	0.00175303444934	-2.4119704517e-06	1512043183.4837432	
6500.0	0.00174581499242	-3.69706794397e-06	1512043184.7037807	
6600.0	0.00172903032445	-3.11996687704e-06	1512043185.9234798	
6700.0	0.00174622037517	-4.03321678959e-06	1512043187.1433878	
6800.0	0.00174622037517	-4.03321678959e-06	1512043188.361204	
6900.0	0.00174693548857	-4.70067493951e-06	1512043189.580028	
7000.0	0.00172322742975	-8.5995232881e-06	1512043190.7999275	
7100.0	0.0016852854259	-6.45925037896e-06	1512043192.01978	
7200.0	0.00166148171496	-5.21719633643e-06	1512043193.2396972	
7300.0	0.00166148171496	-5.21719633643e-06	1512043194.4575443	
7400.0	0.00169123635363	-5.80158518321e-06	1512043195.6764355	
7500.0	0.00172130072295	-6.36877942441e-06	1512043196.8962622	
7600.0	0.00174825639867	-6.5243279756e-06	1512043198.116149	
7700.0	0.001669921875	-6.2007050016e-06	1512043199.3369842	
7800.0	0.001669921875	-6.2007050016e-06	1512043200.554884	
7900.0	0.00169484608209	-7.08355120759e-06	1512043201.7727542	
8000.0	0.00164632768773	-6.1861294419e-06	1512043202.9925983	
8100.0	0.00165944569146	-7.24519188724e-06	1512043204.2124615	
8200.0	0.00164764859783	-5.11659081302e-06	1512043205.4323425	
8300.0	0.00164764859783	-5.11659081302e-06	1512043206.650235	
8400.0	0.00163584694934	-5.30743954787e-06	1512043207.8700638	
8500.0	0.00163421630859	-6.74307524268e-06	1512043209.0899658	
8600.0	0.00161183826959	-6.03866577148e-06	1512043210.3097703	
8700.0	0.00158956043756	-7.47538324612e-06	1512043211.5297217	
8800.0	0.00167115168785	-8.14534657037e-06	1512043212.74857	
8900.0	0.00167115168785	-8.14534657037e-06	1512043213.9674764	

#$Filter:none
#$	0	1	 1
#$	1	op06	0.251188643150958
#$	2	op09*op09	0.015848931924611138
#$	3	op18*op18*op18	3.9810717055349725e-06
#$	4	ns12	1e-7
#$	5	0	 1e-22
#$POWER:19.8, mW
#$WAVELENGTH:1064,nm
#$OBJECT:PVDF40, bscat	=
position	ref	signal	Time
9000.0	0.00162160389459	-9.55222969625e-06	1512043221.9925418	
9100.0	0.00162160389459	-9.55222969625e-06	1512043223.2124462	
9200.0	0.00169769287109	-7.48751056728e-06	1512043224.4303055	
9300.0	0.00162933805096	-9.49927942077e-06	1512043225.6491916	
9400.0	0.00161326394152	-8.27641273612e-06	1512043226.869034	
9500.0	0.00160156705486	-7.43216898904e-06	1512043228.0889044	
9600.0	0.00160156705486	-7.43216898904e-06	1512043229.3087983	
9700.0	0.0016184519298	-1.01198794237e-05	1512043230.5266616	
9800.0	0.00159668424236	-7.44150645697e-06	1512043231.7455218	
9900.0	0.00160573475396	-7.91475666103e-06	1512043232.9653568	
10000.0	0.00163371071887	-1.01833058827e-05	1512043234.18523	
10100.0	0.00162353971111	-1.13436570808e-05	1512043235.4050975	
10200.0	0.00162353971111	-1.13436570808e-05	1512043236.623028	
10300.0	0.00165233099639	-1.19029941844e-05	1512043237.841864	
10400.0	0.00167074175023	-1.08298686013e-05	1512043239.0617094	
10500.0	0.00169840798449	-1.03511525624e-05	1512043240.281575	
10600.0	0.00171051480877	-1.49854973181e-05	1512043241.502453	
10700.0	0.00171051480877	-1.49854973181e-05	1512043242.7203436	
10800.0	0.00174337358617	-1.46624437019e-05	1512043243.940192	
10900.0	0.00168569536351	-1.28693082439e-05	1512043245.160052	
11000.0	0.00166382291424	-1.24141636179e-05	1512043246.3799171	
11100.0	0.00172892556262	-1.881306207e-05	1512043247.5998247	
11200.0	0.00172892556262	-1.881306207e-05	1512043248.8186636	
11300.0	0.00177714789092	-1.65540780594e-05	1512043250.0385609	
11400.0	0.00175211892199	-2.39622201493e-05	1512043251.258384	
11500.0	0.0017299458518	-2.19075217176e-05	1512043252.4781775	
11600.0	0.00174866178142	-3.63774086112e-05	1512043253.6981356	

#$Filter:none
#$	0	1	 1
#$	1	op06	0.251188643150958
#$	2	op09*op09	0.015848931924611138
#$	3	op18*op18*op18	3.9810717055349725e-06
#$	4	ns12	1e-7
#$	5	0	 1e-22
#$POWER:19.8, mW
#$WAVELENGTH:1064,nm
#$OBJECT:PVDF40, bscat	=
position	ref	signal	Time
11700.0	0.00173696944963	-2.36424688083e-05	1512043269.5304067	
11800.0	0.00169454090631	-1.57784988631e-05	1512043270.750289	
11900.0	0.00170929866051	-1.58500102029e-05	1512043271.9681888	
12000.0	0.00172536821508	-1.73549367421e-05	1512043273.1870892	
12100.0	0.00172536821508	-1.73549367421e-05	1512043274.4068801	
12200.0	0.00176025846111	-2.03570465543e-05	1512043275.6267617	
12300.0	0.00173523404705	-4.10766601563e-05	1512043276.8468368	
12400.0	0.00173401789879	-4.19726015917e-05	1512043278.064545	
12500.0	0.00170604193389	-2.63275601971e-05	1512043279.2834365	
12600.0	0.00170604193389	-2.63275601971e-05	1512043280.5032282	
12700.0	0.00173137152373	-3.12504554862e-05	1512043281.72325	
12800.0	0.0016972920432	-2.48221781716e-05	1512043282.9430366	
12900.0	0.00181305387127	-2.58994031308e-05	1512043284.1608894	
13000.0	0.00179647417211	-2.24618484725e-05	1512043285.382721	
13100.0	0.00179647417211	-2.24618484725e-05	1512043286.602595	
13200.0	0.00171305642199	-1.67860344275e-05	1512043287.8224325	
13300.0	0.00169840798449	-1.91768817048e-05	1512043289.0423112	
13400.0	0.0017012547735	-2.07328227029e-05	1512043290.7601633	
13500.0	0.00173248746502	-2.13837125408e-05	1512043292.4799302	
13600.0	0.00177103982043	-1.72690775857e-05	1512043294.199745	
13700.0	0.00175181830107	-1.16486051189e-05	1512043295.9176025	
13800.0	0.00173727007055	-1.13338641266e-05	1512043297.6373684	
13900.0	0.00176239469158	-1.25440910681e-05	1512043299.3571706	
14000.0	0.00168009743762	-1.35568647242e-05	1512043301.0770037	
14100.0	0.0017230270158	-1.68056203358e-05	1512043302.7948098	
14200.0	0.00170319059002	-1.2157838736e-05	1512043304.514637	
14300.0	0.00172933094537	-1.09009244549e-05	1512043306.2344418	
14400.0	0.00172200672662	-1.20400955428e-05	1512043307.9522734	
14500.0	0.00172119596111	-1.31653743004e-05	1512043309.6701133	
14600.0	0.00175140836346	-1.32455398787e-05	1512043311.3898997	
14700.0	0.00178213546525	-1.63583328475e-05	1512043313.1097581	
14800.0	0.00182322943389	-1.79047086346e-05	1512043314.828541	
14900.0	0.00179667458605	-1.3565974449e-05	1512043316.5483263	
15000.0	0.00176147916424	-1.47727852437e-05	1512043318.2681432	
15100.0	0.0018105600841	-2.68320112086e-05	1512043319.985979	
15200.0	0.00179942116809	-1.50369672633e-05	1512043321.7047992	
15300.0	0.00177175948869	-1.59515836346e-05	1512043323.4245656	
15400.0	0.00178609819555	-1.51380852087e-05	1512043325.1444066	
15500.0	0.0017949482932	-1.33876515858e-05	1512043326.8622427	
15600.0	0.00177988991809	-1.10997441989e-05	1512043328.5820067	
15700.0	0.00178396651994	-1.22484804979e-05	1512043330.301848	
15800.0	0.00176697688316	-1.153701099e-05	1512043332.0196953	
15900.0	0.0017985101956	-1.3306575035e-05	1512043333.7384927	
16000.0	0.00176514127361	-1.36532000641e-05	1512043335.4583173	
16100.0	0.00182475531279	-1.86676480877e-05	1512043337.1791723	
16200.0	0.00179596402752	-1.58504656891e-05	1512043338.8979433	
16300.0	0.0018213983792	-1.37709432573e-05	1512043340.6177304	
16400.0	0.0018409296292	-2.36725309002e-05	1512043342.3375323	
16500.0	0.00184164018773	-1.52902176131e-05	1512043344.0563586	
16600.0	0.00176940917969	-1.45372988573e-05	1512043345.7752044	
16700.0	0.00177856900799	-1.90334035389e-05	1512043347.495049	
16800.0	0.0017369603399	-1.67855789412e-05	1512043349.2148323	
16900.0	0.00173157193767	-1.89022235016e-05	1512043350.9336371	
17000.0	0.0017983052268	-2.478118441e-05	1512043352.6534045	
17100.0	0.00174407958984	-1.80167582498e-05	1512043354.3732712	
17200.0	0.00179321744549	-1.90233828417e-05	1512043356.0911474	
17300.0	0.00174215288305	-1.72943570721e-05	1512043357.8098953	

#$Filter:none
#$	0	1	 1
#$	1	op06	0.251188643150958
#$	2	op09*op09	0.015848931924611138
#$	3	op18*op18*op18	3.9810717055349725e-06
#$	4	ns12	1e-7
#$	5	0	 1e-22
#$POWER:19.8, mW
#$WAVELENGTH:1064,nm
#$OBJECT:PVDF40, bscat	=
position	ref	signal	Time
17400.0	0.00178701372289	-1.83596824532e-05	1512043365.6929376	
17500.0	0.00174835660564	-2.05599087388e-05	1512043367.412829	
17600.0	0.00178395741021	-1.8654609794e-05	1512043369.1316476	
17700.0	0.00174805598472	-1.83395271871e-05	1512043370.8514707	
17800.0	0.00183004806291	-1.78433887994e-05	1512043372.5712714	
17900.0	0.00177165017199	-2.27507406206e-05	1512043374.290104	
18000.0	0.00176544644939	-2.59549724522e-05	1512043376.0089192	
18100.0	0.00178142035185	-2.74698627529e-05	1512043377.7287006	
18200.0	0.0017014597423	-2.11840956958e-05	1512043379.449565	
18300.0	0.00175242865264	-2.11842095674e-05	1512043381.1683664	
18400.0	0.00174663031279	-2.48869710894e-05	1512043382.888168	
18500.0	0.00175049283611	-2.96298354419e-05	1512043384.60798	
18600.0	0.00174407958984	-2.65685693542e-05	1512043386.32581	
18700.0	0.0017536448009	-2.85922377857e-05	1512043388.0446622	
18800.0	0.0017502878673	-3.04548918311e-05	1512043389.7644398	
18900.0	0.00171204068767	-2.95931118638e-05	1512043391.4842675	
19000.0	0.00176473589086	-3.15283590288e-05	1512043393.2031045	
19100.0	0.00168986761748	-3.22290676743e-05	1512043394.9228675	

#$Filter:none
#$	0	1	 1
#$	1	op06	0.251188643150958
#$	2	op09*op09	0.015848931924611138
#$	3	op18*op18*op18	3.9810717055349725e-06
#$	4	ns12	1e-7
#$	5	0	 1e-22
#$POWER:19.8, mW
#$WAVELENGTH:1064,nm
#$OBJECT:PVDF40, bscat	=
position	ref	signal	Time
19200.0	0.00170491688287	-3.18198132871e-05	1512043403.6249626	
19300.0	0.00173777566027	-4.1880593371e-05	1512043405.343763	
19400.0	0.00170064442193	-3.49025441639e-05	1512043407.0635552	
