
#$Filter:none
#$	0	1	 1
#$	1	op06	0.251188643150958
#$	2	op09*op09	0.015848931924611138
#$	3	op18*op18*op18	3.9810717055349725e-06
#$	4	ns12	1e-7
#$	5	0	 1e-22
#$POWER:19.8, mW
#$WAVELENGTH:1064,nm
#$OBJECT:PVDF40, bscat
position	ref	signal	Time
-14809.0	0.00209808349609	-8.63952636719e-07	1511958233.8522215	
-14809.0	0.00209808349609	-8.63952636719e-07	1511958234.3521075	
-14809.0	0.00209808349609	-8.63952636719e-07	1511958234.852147	
-14809.0	0.00209808349609	-8.63952636719e-07	1511958235.3521357	
-14809.0	0.00209808349609	-8.63952636719e-07	1511958235.8522007	
-14809.0	0.00209808349609	-8.63952636719e-07	1511958236.352098	
-14809.0	0.00209808349609	-8.63952636719e-07	1511958236.8521068	
-14809.0	0.00209808349609	-8.63952636719e-07	1511958237.3520992	
-14809.0	0.00209808349609	-8.63952636719e-07	1511958237.8520982	
-14809.0	0.00209808349609	-8.63952636719e-07	1511958238.3520882	
-14809.0	0.00209808349609	-8.63952636719e-07	1511958238.8520925	
-14809.0	0.00209808349609	-8.63952636719e-07	1511958239.3521104	
-14809.0	0.00209808349609	-8.63952636719e-07	1511958239.8520684	
-14809.0	0.00207168579102	-9.35974121094e-07	1511958240.3521616	
-14809.0	0.00207168579102	-9.35974121094e-07	1511958240.8522935	
0.0	0.00207168579102	-9.35974121094e-07	1511958241.3521512	
-14809.0	0.00207168579102	-9.35974121094e-07	1511958241.8521075	
-14809.0	0.00207168579102	-9.35974121094e-07	1511958242.3521066	
-14809.0	0.00207168579102	-9.35974121094e-07	1511958242.8520796	
-14809.0	0.00207168579102	-9.35974121094e-07	1511958243.3522725	
-14809.0	0.00207168579102	-9.35974121094e-07	1511958243.852082	
-14809.0	0.00207168579102	-9.35974121094e-07	1511958244.3526335	
-14809.0	0.00207168579102	-9.35974121094e-07	1511958244.8522775	
-14809.0	0.00207168579102	-9.35974121094e-07	1511958245.3520947	
-14809.0	0.00207168579102	-9.35974121094e-07	1511958245.852115	
-14809.0	0.00207168579102	-9.35974121094e-07	1511958246.3521883	
0.0	0.00210556030273	-7.13043212891e-07	1511958246.852061	
-14809.0	0.00210556030273	-7.13043212891e-07	1511958247.352102	
-14809.0	0.00210556030273	-7.13043212891e-07	1511958247.8521	
-14809.0	0.00210556030273	-7.13043212891e-07	1511958248.352095	
-14809.0	0.00210556030273	-7.13043212891e-07	1511958248.8522515	
-14809.0	0.00210556030273	-7.13043212891e-07	1511958249.352109	
-14809.0	0.00210556030273	-7.13043212891e-07	1511958249.852095	
-14809.0	0.00210556030273	-7.13043212891e-07	1511958250.365815	
-14809.0	0.00210556030273	-7.13043212891e-07	1511958250.8521	
-14809.0	0.00210556030273	-7.13043212891e-07	1511958251.3521094	
-14809.0	0.00210556030273	-7.13043212891e-07	1511958251.852285	
-14809.0	0.00210556030273	-7.13043212891e-07	1511958252.352112	
0.0	0.00210556030273	-7.13043212891e-07	1511958252.8524709	
0.0	0.002060546875	-6.77185058594e-07	1511958253.3521357	
0.0	0.002060546875	-6.77185058594e-07	1511958253.852114	
0.0	0.002060546875	-6.77185058594e-07	1511958254.3521085	
0.0	0.002060546875	-6.77185058594e-07	1511958254.8521435	

#$Filter:none
#$	0	1	 1
#$	1	op06	0.251188643150958
#$	2	op09*op09	0.015848931924611138
#$	3	op18*op18*op18	3.9810717055349725e-06
#$	4	ns12	1e-7
#$	5	0	 1e-22
#$POWER:19.8, mW
#$WAVELENGTH:1064,nm
#$OBJECT:PVDF40, bscat
position	ref	signal	Time
0.0	0.002060546875	-6.77185058594e-07	1511958256.7854166	
0.0	0.002060546875	-6.77185058594e-07	1511958257.285939	
0.0	0.002060546875	-6.77185058594e-07	1511958257.7853947	
0.0	0.002060546875	-6.77185058594e-07	1511958258.28575	
0.0	0.002060546875	-6.77185058594e-07	1511958258.7854278	
0.0	0.002060546875	-6.77185058594e-07	1511958259.285427	
0.0	0.00207977294922	-6.59332275391e-07	1511958259.7854664	
0.0	0.00207977294922	-6.59332275391e-07	1511958260.285417	
0.0	0.00207977294922	-6.59332275391e-07	1511958260.785414	
0.0	0.00207977294922	-6.59332275391e-07	1511958261.2855752	
0.0	0.00207977294922	-6.59332275391e-07	1511958261.7854235	
0.0	0.00207977294922	-6.59332275391e-07	1511958262.2859304	
0.0	0.00207977294922	-6.59332275391e-07	1511958262.7854097	
0.0	0.00207977294922	-6.59332275391e-07	1511958263.2854872	
0.0	0.00207977294922	-6.59332275391e-07	1511958263.7854013	
0.0	0.00207977294922	-6.59332275391e-07	1511958264.2854288	
0.0	0.00207977294922	-6.59332275391e-07	1511958264.7854087	
0.0	0.00207977294922	-6.59332275391e-07	1511958265.2854273	
0.0	0.00207977294922	-6.59332275391e-07	1511958265.785424	
0.0	0.00206024169922	-6.9091796875e-07	1511958266.2854285	
0.0	0.00206024169922	-6.9091796875e-07	1511958266.7856827	
0.0	0.00206024169922	-6.9091796875e-07	1511958267.2854338	
0.0	0.00206024169922	-6.9091796875e-07	1511958267.7854316	
0.0	0.00206024169922	-6.9091796875e-07	1511958268.2860024	
0.0	0.00206024169922	-6.9091796875e-07	1511958269.117669	
0.0	0.00206024169922	-6.9091796875e-07	1511958269.2854307	
0.0	0.00206024169922	-6.9091796875e-07	1511958269.7854173	
0.0	0.00206024169922	-6.9091796875e-07	1511958270.2854195	
0.0	0.00206024169922	-6.9091796875e-07	1511958270.7857437	
